Dataset,Outlier_Frac,Trial,Config,Rel_Error
Misra1a,0.3,1,rho_f=0.97,0.03922133544197752
Misra1a,0.3,2,rho_f=0.97,0.04627844766421327
Misra1a,0.3,3,rho_f=0.97,0.04627844766414318
Misra1a,0.3,4,rho_f=0.97,0.02760801998756954
Misra1a,0.3,5,rho_f=0.97,0.0462784476642822
Misra1a,0.3,6,rho_f=0.97,0.03029120385628514
Misra1a,0.3,7,rho_f=0.97,0.03344280140891528
Misra1a,0.3,8,rho_f=0.97,0.01652030102092979
Misra1a,0.3,9,rho_f=0.97,0.046278447664314985
Misra1a,0.3,10,rho_f=0.97,0.04627844766372341
Misra1a,0.3,11,rho_f=0.97,0.04627844766431023
Misra1a,0.3,12,rho_f=0.97,0.046278447664320294
Misra1a,0.3,13,rho_f=0.97,0.04627844766429525
Misra1a,0.3,14,rho_f=0.97,0.011894221142631525
Misra1a,0.3,15,rho_f=0.97,0.04627844766432174
Misra1a,0.3,16,rho_f=0.97,0.046278447664281026
Misra1a,0.3,17,rho_f=0.97,0.04627844766428883
Misra1a,0.3,18,rho_f=0.97,0.046278447664317324
Misra1a,0.3,19,rho_f=0.97,0.04627844766431102
Chwirut2,0.0,0,rho_f=0.97,0.09272879473508029
Chwirut2,0.1,0,rho_f=0.97,0.09271128446396432
Chwirut2,0.1,1,rho_f=0.97,0.36058216841129337
Chwirut2,0.1,2,rho_f=0.97,0.09833738801374946
Chwirut2,0.1,3,rho_f=0.97,0.09795225105740546
Chwirut2,0.1,4,rho_f=0.97,0.09081596022571517
Chwirut2,0.1,5,rho_f=0.97,0.08480478399853793
Chwirut2,0.1,6,rho_f=0.97,0.09272866870623664
Chwirut2,0.1,7,rho_f=0.97,0.09272859466607898
Chwirut2,0.1,8,rho_f=0.97,0.2966698819728609
Chwirut2,0.1,9,rho_f=0.97,0.09845174287846424
Chwirut2,0.1,10,rho_f=0.97,0.09074130253904973
Chwirut2,0.1,11,rho_f=0.97,0.09614604224510868
Chwirut2,0.1,12,rho_f=0.97,0.09273002475391792
Chwirut2,0.1,13,rho_f=0.97,0.09614606617813796
Chwirut2,0.1,14,rho_f=0.97,0.09074204457702519
Chwirut2,0.1,15,rho_f=0.97,0.049058478954919556
Chwirut2,0.1,16,rho_f=0.97,0.06021334447500076
Chwirut2,0.1,17,rho_f=0.97,0.060542834085157475
Chwirut2,0.1,18,rho_f=0.97,0.2067031584436848
Chwirut2,0.1,19,rho_f=0.97,0.1498267377113182
Chwirut2,0.3,0,rho_f=0.97,0.30258793802399786
Chwirut2,0.3,1,rho_f=0.97,0.10394040924684257
Chwirut2,0.3,2,rho_f=0.97,0.10676305639359038
Chwirut2,0.3,3,rho_f=0.97,0.03944795469777943
Chwirut2,0.3,4,rho_f=0.97,0.06540072013111246
Chwirut2,0.3,5,rho_f=0.97,0.128286376762449
Chwirut2,0.3,6,rho_f=0.97,0.12602967852851474
Chwirut2,0.3,7,rho_f=0.97,0.12843638857481976
Chwirut2,0.3,8,rho_f=0.97,0.5427310607948317
Chwirut2,0.3,9,rho_f=0.97,0.24484729317082268
Chwirut2,0.3,10,rho_f=0.97,0.145407051778107
Chwirut2,0.3,11,rho_f=0.97,0.09855076887841961
Chwirut2,0.3,12,rho_f=0.97,0.09011950220155875
Chwirut2,0.3,13,rho_f=0.97,0.4131973907083584
Chwirut2,0.3,14,rho_f=0.97,0.7426123373556793
Chwirut2,0.3,15,rho_f=0.97,0.4499914616062591
Chwirut2,0.3,16,rho_f=0.97,0.3377944906205276
Chwirut2,0.3,17,rho_f=0.97,0.09838563391364295
Chwirut2,0.3,18,rho_f=0.97,0.1519085367339338
Chwirut2,0.3,19,rho_f=0.97,0.2869560506022829
Lanczos3,0.0,0,rho_f=0.97,0.08292184779695853
Lanczos3,0.1,0,rho_f=0.97,0.15796698430165126
Lanczos3,0.1,1,rho_f=0.97,5.438494261136576
Lanczos3,0.1,2,rho_f=0.97,0.11185550128242899
Lanczos3,0.1,3,rho_f=0.97,0.135780315347774
Lanczos3,0.1,4,rho_f=0.97,0.11999402125517995
Lanczos3,0.1,5,rho_f=0.97,0.15300596459473634
Lanczos3,0.1,6,rho_f=0.97,0.5786222157883759
Lanczos3,0.1,7,rho_f=0.97,0.04908452734745616
Lanczos3,0.1,8,rho_f=0.97,0.14535367111532702
Lanczos3,0.1,9,rho_f=0.97,0.17125389465376795
Lanczos3,0.1,10,rho_f=0.97,0.10770461545327131
Lanczos3,0.1,11,rho_f=0.97,0.1726985780713876
Lanczos3,0.1,12,rho_f=0.97,0.08210392381934596
Lanczos3,0.1,13,rho_f=0.97,0.16748051757704224
Lanczos3,0.1,14,rho_f=0.97,0.5462307529503084
Lanczos3,0.1,15,rho_f=0.97,0.12452750692393161
Lanczos3,0.1,16,rho_f=0.97,0.26544548131399165
Lanczos3,0.1,17,rho_f=0.97,0.3833230148497434
Lanczos3,0.1,18,rho_f=0.97,0.48571428291333496
Lanczos3,0.1,19,rho_f=0.97,0.23749856066896366
Lanczos3,0.3,0,rho_f=0.97,19.239095744938577
Lanczos3,0.3,1,rho_f=0.97,6.041551887662891
Lanczos3,0.3,2,rho_f=0.97,0.22734858600893487
Lanczos3,0.3,3,rho_f=0.97,0.66065399278622
Lanczos3,0.3,4,rho_f=0.97,0.5254377221986916
Lanczos3,0.3,5,rho_f=0.97,0.12305883444675356
Lanczos3,0.3,6,rho_f=0.97,0.4595713289450345
Lanczos3,0.3,7,rho_f=0.97,2.426817893479842
Lanczos3,0.3,8,rho_f=0.97,0.7985974294030327
Lanczos3,0.3,9,rho_f=0.97,1.4017524398863772
Lanczos3,0.3,10,rho_f=0.97,0.4313568385832402
Lanczos3,0.3,11,rho_f=0.97,0.07336547585514001
Lanczos3,0.3,12,rho_f=0.97,0.16438849741626418
Lanczos3,0.3,13,rho_f=0.97,0.2864186867761944
Lanczos3,0.3,14,rho_f=0.97,0.5428529409312125
Lanczos3,0.3,15,rho_f=0.97,0.4884163158599585
Lanczos3,0.3,16,rho_f=0.97,0.46283637522759535
Lanczos3,0.3,17,rho_f=0.97,0.4594875696261071
Lanczos3,0.3,18,rho_f=0.97,0.8809322168461985
Lanczos3,0.3,19,rho_f=0.97,0.12592189795164357
MGH17,0.0,0,rho_f=0.97,0.11595020767348652
MGH17,0.1,0,rho_f=0.97,0.1943120870655033
MGH17,0.1,1,rho_f=0.97,0.3507277961110616
MGH17,0.1,2,rho_f=0.97,0.17893730138728225
MGH17,0.1,3,rho_f=0.97,0.23500666450538685
MGH17,0.1,4,rho_f=0.97,0.22359147085890468
MGH17,0.1,5,rho_f=0.97,0.220989057103274
MGH17,0.1,6,rho_f=0.97,0.19515614714278887
MGH17,0.1,7,rho_f=0.97,0.08976542000991795
